1 9007.199255
2 90071.992548
3 9007.199255
4 9007199.254741
5 90071992.547410
6 90071992.547410
7 900719925.474100
8 900719925.474100
9 9007199254.740994
10 9007199254.740994
11 90071992547.409928
12 9.007200
13 9007199254740.992188
14 900719925474.099244
15 90071992547409.921875
16 90071992547409.921875
17 900719925474099.250000
18 9007199254740992.000000
19 900719925474099.250000
20 9007199254740992.000000
21 90071992547409.921875
22 900719925474099.250000
23 9.007200
24 90071992547409.921875
25 90071992547409.921875
26 900719925474099.250000
27 900719925474099.250000
28 900719925474099.250000
29 9007199254740992.000000
30 9007199254740992.000000
31 90071992547409.921875
32 9007199254740992.000000
33 9007199254740992.000000
34 9.007200
35 9007199254740992.000000
36 9007199254740992.000000
37 9007199254740992.000000
38 9007199254740992.000000
39 9007199254740992.000000
40 90071992547409.921875
41 9007199254740992.000000
42 9007199254740992.000000
43 9007199254740992.000000
44 9007199254740992.000000
45 9007199254740992.000000
46 9007199254740992.000000
47 9007199254740992.000000
48 9007199254740992.000000
49 9007199254740992.000000
50 9007199254740992.000000
51 9007199254740992.000000
52 9.007200
53 9007199254740992.000000
54 9007199254740992.000000
55 9007199254740992.000000
56 9007199254740992.000000
57 9007199254740992.000000
58 9007199254740992.000000
59 9007199254740992.000000
60 9007199254740992.000000
61 9007199254740992.000000
62 9.007200
63 9007199254740992.000000
64 9007199254740992.000000
65 9.007200
66 900.719926
67 9007199254740992.000000
68 9007199254740992.000000
69 9.007200
70 9007199254740992.000000
71 9007199254740992.000000
72 9007199254740992.000000
73 9007199254740992.000000
74 9.007200
75 9007199254740992.000000
76 9007199254740992.000000
77 9007199254740992.000000
78 9.007200
79 9007199254740992.000000
80 9007199254740992.000000
81 90071992547.409928
82 9007199254740992.000000
83 9007199254740992.000000
84 9007199254740992.000000
85 9007199254740992.000000
86 9007199254740992.000000
87 9007199254740992.000000
88 9007199254740992.000000
89 9007199254740992.000000
90 9007199254740992.000000
91 9007199254740992.000000
92 9007199254740992.000000
93 9.007200
94 9007199254740992.000000
95 9007199254740992.000000
96 9007199254740992.000000
97 9007199254740992.000000
98 9007199254740992.000000
99 9.007200
100 9007199254740992.000000
