1.622600	0.416898
0.780847	4.421146
1.311294	1.790372
0.266865	0.709549
-2.001598	-0.596319
-13.273731	-1.380177
-22.848298	27.076941
15.045514	0.440318
3.913459	-0.749913
-2.705736	-3.832310
-3.395738	-0.108531
0.549954	-0.410242
-12.991091	-4.714292
21.615351	24.073694
0.078472	-9.120241
0.967489	-1.161039
-1.173710	8.534126
1.161541	5.133802
-0.464771	1.434657
0.520477	7.830082
0.657687	0.977689
0.695334	-1.599062
0.766556	0.677131
-0.839692	4.538345
-21.514611	-1.791505
0.878136	-2.284096
12.692190	0.010645
-11.108698	-0.096362
-0.346382	-0.211340
0.684235	6.029405
2.527189	-2.758099
0.727442	-0.852659
-0.179747	-14.750976
-9.164440	-2.246836
-43.487134	-22.067998
-6.183070	14.298192
-28.405342	-11.547807
1.697432	0.008663
2.488973	-0.103002
55.011285	-22.761948
13.559504	-3.495068
-21.282513	-1.897448
0.849927	0.680466
90.278967	63.539338
12.212769	4.856889
-1.609817	-1.402532
-17.754784	7.986830
-7.187448	1.183997
0.551715	-0.447968
-5.204297	38.449570
-10.813415	-0.739114
-13.173320	414.002555
8.611126	-0.345782
11.699526	-1.612050
-0.315962	0.451680
0.969437	-1.235501
-1.344038	2.799641
4.384166	7.299039
-0.721444	-12.490512
-4.054397	2.253452
-919.628961	515.533261
-0.089264	0.785701
-99.637619	1.334719
19.971706	-0.251861
-2.690012	-12.613447
-13.962935	-3.452963
-27.446343	-20.742052
-0.607895	-4.699917
237.625960	1776.707505
2.520552	-0.264263
-141.841827	-147.002548
-3.220051	2.204872
78.353517	-0.769947
6.027565	-1.954608
0.257639	0.097453
0.106541	-0.456328
-2.760644	4.335286
12.920873	1.309780
-187.633005	-137.506179
-44.974367	-107.043060
24.297330	8.932565
52.943804	-24.547400
-170.598498	-66128.714414
-3.364326	5.109012
1006.153744	1.335780
-450.639973	-481.258617
0.210764	0.817055
-29.520899	45.134136
-209.857722	1.225706
207.470129	-1003.593243
-0.653186	1.930288
0.922081	3.102551
-724.904152	860.319601
3854.468329	-2767.013328
-0.381278	-0.712918
-24.209651	-25.158721
-93.741042	1.594781
-0.527381	-60.668133
-6.537574	2.476268
54.860135	-4.300074
1957.415599	-0.455944
41.473356	78.524832
22.116971	8.416519
39.761363	327.715037
0.037360	12.622497
1127.827009	-7040.603452
0.275393	-1.332306
-324.856410	3.718531
-186.081790	3.578855
-397.572169	-707.435976
-461.740527	18620.471401
-27.762475	30.584373
-2.838601	3.567601
-17.966851	-3.218224
-13952.360095	-2657.967090
-2980.568408	0.443115
